Crop,Current_N,Current_P,Current_K,Required_N,Required_P,Required_K
Groundnut,21,34,25,4,26,15
Potato,210,75,16,0,5,104
Cotton,34,77,10,86,0,50
Maize,6,76,72,144,0,0
Sugarcane,361,71,20,0,14,40
Potato,10,57,141,140,23,0
Groundnut,11,13,30,14,47,10
Arhar/Tur,16,38,26,4,42,14
Soyabean,27,39,22,0,41,18
Soyabean,17,91,57,3,0,0
Gram,3,75,14,17,0,6
Soyabean,3,89,25,17,0,15
Soyabean,24,20,30,0,60,10
Lentil,22,1,23,0,59,0
Paddy,46,1,86,74,59,0
Potato,129,119,112,21,0,8
Groundnut,5,49,11,20,11,29
Groundnut,33,12,21,0,48,19
Gram,16,49,11,4,11,9
Sugarcane,81,118,89,194,0,0
Mustard,89,26,24,0,14,16
Lentil,6,30,18,14,30,2
Groundnut,17,3,8,8,57,32
Lentil,11,61,22,9,0,0
Paddy,77,65,35,43,0,25
Gram,8,70,26,12,0,0
Paddy,10,36,80,110,24,0
Soyabean,15,11,26,5,69,14
Wheat,174,54,0,0,6,40
Groundnut,18,32,47,7,28,0
Sugarcane,255,69,7,20,16,53
Paddy,7,2,33,113,58,27
Gram,12,42,10,8,18,10
Paddy,23,56,55,97,4,5
Paddy,171,70,1,0,0,59
Mustard,3,14,47,77,26,0
Wheat,72,45,51,48,15,0
Wheat,90,31,14,30,29,26
Paddy,124,4,10,0,56,50
Mustard,92,52,7,0,0,33
Gram,7,61,24,13,0,0
Arhar/Tur,29,1,54,0,79,0
Maize,26,81,26,124,0,24
Maize,28,105,62,122,0,0
Arhar/Tur,24,67,37,0,13,3
Sugarcane,198,120,30,77,0,30
Groundnut,4,36,53,21,24,0
Arhar/Tur,0,9,55,20,71,0
Lentil,13,87,7,7,0,13
Groundnut,11,34,22,14,26,18
Gram,9,14,18,11,46,2
Potato,91,117,23,59,0,97
Mustard,47,49,33,33,0,7
Arhar/Tur,16,70,39,4,10,1
Sugarcane,226,109,78,49,0,0
Soyabean,8,16,45,12,64,0
Mustard,76,25,58,4,15,0
Mustard,115,58,33,0,0,7
Arhar/Tur,26,60,19,0,20,21
Wheat,6,7,30,114,53,10
Lentil,13,66,3,7,0,17
Potato,50,100,130,100,0,0
Gram,23,36,5,0,24,15
Groundnut,7,50,27,18,10,13
Groundnut,13,69,41,12,0,0
Lentil,3,45,14,17,15,6
Gram,8,20,9,12,40,11
Maize,191,12,72,0,63,0
Arhar/Tur,20,91,36,0,0,4
Potato,118,61,168,32,19,0
Cotton,93,54,54,27,6,6
Gram,20,82,5,0,0,15
Arhar/Tur,10,118,9,10,0,31
Arhar/Tur,29,38,33,0,42,7
Arhar/Tur,20,92,35,0,0,5
Soyabean,13,40,42,7,40,0
Cotton,75,22,31,45,38,29
Potato,202,42,42,0,38,78
Mustard,12,55,14,68,0,26
Mustard,57,51,43,23,0,0
Gram,4,72,7,16,0,13
Soyabean,23,42,18,0,38,22
Cotton,25,72,89,95,0,0
Maize,105,73,63,45,2,0
Potato,205,61,153,0,19,0
Sugarcane,399,113,24,0,0,36
Arhar/Tur,16,34,28,4,46,12
Paddy,150,57,64,0,3,0
Wheat,15,45,5,105,15,35
Groundnut,25,54,56,0,6,0
Lentil,7,34,6,13,26,14
Groundnut,32,37,29,0,23,11
Maize,1,103,18,149,0,32
Paddy,48,14,14,72,46,46
Wheat,54,33,53,66,27,0
Lentil,7,35,7,13,25,13
Cotton,118,38,76,2,22,0
Cotton,12,34,23,108,26,37
Gram,6,89,15,14,0,5
Groundnut,9,49,1,16,11,39
Potato,205,84,175,0,0,0
Mustard,42,28,57,38,12,0
Lentil,20,73,26,0,0,0
Soyabean,22,47,57,0,33,0
Maize,124,47,32,26,28,18
Potato,158,25,27,0,55,93
Arhar/Tur,19,20,35,1,60,5
Paddy,9,84,53,111,0,7
Paddy,48,48,17,72,12,43
Gram,8,22,0,12,38,20
Wheat,156,86,27,0,0,13
Soyabean,1,109,55,19,0,0
Groundnut,3,38,40,22,22,0
Arhar/Tur,29,37,56,0,43,0
Cotton,178,34,48,0,26,12
Mustard,19,31,28,61,9,12
Lentil,28,37,18,0,23,2
Gram,27,62,16,0,0,4
Gram,29,84,19,0,0,1
Potato,201,87,41,0,0,79
Potato,196,78,40,0,2,80
Soyabean,25,33,22,0,47,18
Paddy,25,78,75,95,0,0
Arhar/Tur,15,117,4,5,0,36
Sugarcane,184,85,27,91,0,33
Mustard,73,38,56,7,2,0
Cotton,63,8,52,57,52,8
Groundnut,2,17,49,23,43,0
Cotton,158,20,15,0,40,45
Gram,25,86,21,0,0,0
Arhar/Tur,9,28,44,11,52,0
Wheat,174,11,45,0,49,0
Wheat,117,52,53,3,8,0
Arhar/Tur,15,97,45,5,0,0
Maize,154,50,28,0,25,22
Paddy,140,79,57,0,0,3
Maize,217,67,10,0,8,40
Gram,23,80,15,0,0,5
Soyabean,8,42,58,12,38,0
Arhar/Tur,12,13,59,8,67,0
Groundnut,34,30,49,0,30,0
Cotton,56,19,6,64,41,54
Sugarcane,5,78,51,270,7,9
Wheat,63,74,31,57,0,9
Arhar/Tur,26,41,22,0,39,18
Cotton,15,20,29,105,40,31
Potato,68,32,175,82,48,0
Cotton,169,2,45,0,58,15
Mustard,60,42,36,20,0,4
Cotton,108,56,73,12,4,0
Wheat,68,0,39,52,60,1
Arhar/Tur,4,91,10,16,0,30
Sugarcane,267,78,3,8,7,57
Sugarcane,223,36,80,52,49,0
Lentil,0,88,3,20,0,17
Groundnut,35,67,26,0,0,14
Wheat,22,87,3,98,0,37
Wheat,3,61,44,117,0,0
Mustard,37,31,32,43,9,8
Gram,13,79,20,7,0,0
Sugarcane,310,31,79,0,54,0
Lentil,17,25,4,3,35,16
Paddy,138,46,58,0,14,2
Arhar/Tur,26,80,37,0,0,3
Paddy,93,67,11,27,0,49
Sugarcane,236,105,23,39,0,37
Lentil,12,24,1,8,36,19
Maize,215,33,41,0,42,9
Potato,98,68,124,52,12,0
Wheat,73,52,21,47,8,19
Paddy,113,41,56,7,19,4
Groundnut,28,63,50,0,0,0
Potato,109,105,95,41,0,25
Sugarcane,221,66,2,54,19,58
Groundnut,10,86,35,15,0,5
Lentil,8,51,12,12,9,8
Maize,11,64,21,139,11,29
Soyabean,14,112,30,6,0,10
Wheat,13,53,15,107,7,25
Mustard,35,16,41,45,24,0
Paddy,93,65,88,27,0,0
Lentil,13,6,21,7,54,0
Arhar/Tur,0,24,30,20,56,10
Maize,17,2,52,133,73,0
Maize,27,96,72,123,0,0
Soyabean,29,119,22,0,0,18
Lentil,6,75,10,14,0,10
Groundnut,0,70,9,25,0,31
Arhar/Tur,12,70,28,8,10,12
Potato,81,9,84,69,71,36
Lentil,26,17,14,0,43,6
Maize,101,46,11,49,29,39
Groundnut,9,16,37,16,44,3
Paddy,115,12,54,5,48,6
Groundnut,5,48,43,20,12,0
Gram,22,41,8,0,19,12
Gram,10,22,15,10,38,5
Groundnut,8,47,14,17,13,26
Maize,197,90,3,0,0,47
Groundnut,30,13,38,0,47,2
Sugarcane,46,94,71,229,0,0
Paddy,93,46,19,27,14,41
Cotton,91,73,14,29,0,46
Gram,0,83,1,20,0,19
Paddy,130,39,54,0,21,6
Lentil,25,67,9,0,0,11
Gram,27,71,20,0,0,0
Paddy,76,23,78,44,37,0
Groundnut,4,19,27,21,41,13
Lentil,7,77,11,13,0,9
Soyabean,22,43,48,0,37,0
Paddy,124,37,68,0,23,0
Maize,41,55,34,109,20,16
Soyabean,7,29,32,13,51,8
Maize,156,67,53,0,8,0
Soyabean,21,83,25,0,0,15
Potato,148,63,34,2,17,86
Paddy,131,57,17,0,3,43
Wheat,112,54,23,8,6,17
Cotton,162,44,77,0,16,0
Lentil,9,5,3,11,55,17
Cotton,171,7,71,0,53,0
Groundnut,15,32,7,10,28,33
Groundnut,33,25,28,0,35,12
Mustard,84,3,56,0,37,0
Cotton,106,50,76,14,10,0
Wheat,104,78,47,16,0,0
Paddy,78,25,33,42,35,27
Paddy,61,79,44,59,0,16
Wheat,76,38,34,44,22,6
Arhar/Tur,20,16,41,0,64,0
Sugarcane,273,54,21,2,31,39
Potato,178,95,130,0,0,0
Wheat,71,0,4,49,60,36
Mustard,18,30,47,62,10,0
Paddy,44,18,63,76,42,0
Gram,21,57,17,0,3,3
Wheat,88,62,15,32,0,25
Mustard,114,3,33,0,37,7
Soyabean,10,110,37,10,0,3
Lentil,25,1,13,0,59,7
Wheat,157,9,10,0,51,30
Wheat,128,66,37,0,0,3
Sugarcane,207,1,24,68,84,36
Arhar/Tur,19,84,5,1,0,35
Mustard,81,28,52,0,12,0
Arhar/Tur,25,106,25,0,0,15
Lentil,4,57,1,16,3,19
Potato,207,106,138,0,0,0
Paddy,172,68,33,0,0,27
Maize,60,87,23,90,0,27
Cotton,94,43,62,26,17,0
Groundnut,20,3,28,5,57,12
Maize,66,78,63,84,0,0
Wheat,42,14,32,78,46,8
Maize,115,37,23,35,38,27
Gram,27,55,22,0,5,0
Groundnut,21,45,10,4,15,30
Soyabean,7,107,12,13,0,28
Maize,169,40,32,0,35,18
Maize,105,25,6,45,50,44
Arhar/Tur,20,63,30,0,17,10
Potato,168,56,149,0,24,0
Gram,8,6,27,12,54,0
Lentil,27,89,23,0,0,0
Soyabean,19,21,1,1,59,39
Cotton,34,76,1,86,0,59
Potato,39,89,154,111,0,0
Mustard,32,35,29,48,5,11
Potato,128,3,25,22,77,95
Gram,6,48,28,14,12,0
Groundnut,5,84,11,20,0,29
Sugarcane,271,94,73,4,0,0
Soyabean,18,51,51,2,29,0
Gram,29,40,11,0,20,9
Maize,27,70,63,123,5,0
Maize,103,60,5,47,15,45
Arhar/Tur,24,67,35,0,13,5
Wheat,21,45,44,99,15,0
Paddy,147,60,89,0,0,0
Lentil,28,54,4,0,6,16
Soyabean,1,111,38,19,0,2
Wheat,113,3,43,7,57,0
Cotton,60,43,35,60,17,25
Groundnut,5,39,9,20,21,31
Groundnut,31,17,50,0,43,0
Arhar/Tur,5,19,50,15,61,0
Gram,6,18,14,14,42,6
Soyabean,11,19,3,9,61,37
Cotton,109,62,53,11,0,7
Wheat,36,86,5,84,0,35
Soyabean,10,60,39,10,20,1
Arhar/Tur,9,101,0,11,0,40
Lentil,22,41,2,0,19,18
Gram,22,87,0,0,0,20
Sugarcane,167,123,18,108,0,42
Cotton,166,61,35,0,0,25
Sugarcane,390,43,46,0,42,14
Mustard,84,50,18,0,0,22
Lentil,1,24,19,19,36,1
Potato,166,97,83,0,0,37
Paddy,31,88,45,89,0,15
Maize,165,61,51,0,14,0
Soyabean,21,22,2,0,58,38
Sugarcane,120,116,77,155,0,0
Paddy,154,21,43,0,39,17
Potato,88,114,80,62,0,40
Paddy,7,52,85,113,8,0
Wheat,158,69,5,0,0,35
Maize,80,85,28,70,0,22
Potato,195,23,100,0,57,20
Arhar/Tur,9,106,9,11,0,31
Groundnut,4,11,58,21,49,0
Arhar/Tur,4,3,14,16,77,26
Sugarcane,263,21,14,12,64,46
Arhar/Tur,22,96,49,0,0,0
Gram,18,50,28,2,10,0
Gram,10,84,14,10,0,6
Lentil,29,50,24,0,10,0
Gram,2,12,8,18,48,12
Potato,161,105,133,0,0,0
Lentil,19,53,21,1,7,0
Arhar/Tur,2,74,41,18,6,0
Paddy,117,89,22,3,0,38
Potato,58,66,12,92,14,108
Paddy,88,50,19,32,10,41
Potato,39,38,44,111,42,76
Lentil,23,63,12,0,0,8
Maize,173,84,61,0,0,0
Potato,91,2,167,59,78,0
Maize,149,14,47,1,61,3
Potato,92,53,47,58,27,73
Wheat,47,4,40,73,56,0
Mustard,47,25,41,33,15,0
Maize,151,81,28,0,0,22
Potato,218,4,70,0,76,50
Gram,9,88,2,11,0,18
Cotton,1,18,53,119,42,7
Lentil,15,51,7,5,9,13
Groundnut,27,44,4,0,16,36
Cotton,57,89,74,63,0,0
Gram,0,44,10,20,16,10
Mustard,84,7,3,0,33,37
Soyabean,4,116,17,16,0,23
Gram,12,87,25,8,0,0
Wheat,117,78,19,3,0,21
Soyabean,3,26,36,17,54,4
Arhar/Tur,21,18,12,0,62,28
Wheat,153,49,39,0,11,1
Gram,8,7,14,12,53,6
Soyabean,22,0,21,0,80,19
Potato,208,34,81,0,46,39
Cotton,20,57,12,100,3,48
Wheat,121,40,50,0,20,0
Gram,27,43,20,0,17,0
Soyabean,21,24,13,0,56,27
Gram,0,42,29,20,18,0
Wheat,40,31,20,80,29,20
Lentil,7,81,22,13,0,0
Paddy,106,45,70,14,15,0
Gram,23,46,23,0,14,0
Cotton,106,77,36,14,0,24
Mustard,83,49,17,0,0,23
Lentil,22,66,5,0,0,15
Maize,212,82,50,0,0,0
Potato,66,72,24,84,8,96
Mustard,18,3,2,62,37,38
Soyabean,9,103,7,11,0,33
Potato,112,17,25,38,63,95
Potato,135,115,80,15,0,40
Groundnut,3,56,31,22,4,9
Maize,219,16,28,0,59,22
Wheat,60,14,14,60,46,26
Wheat,154,52,23,0,8,17
Soyabean,2,26,44,18,54,0
Gram,15,64,5,5,0,15
Lentil,14,69,14,6,0,6
Cotton,7,29,21,113,31,39
Cotton,83,83,62,37,0,0
Sugarcane,405,27,80,0,58,0
Maize,133,74,43,17,1,7
Wheat,151,38,16,0,22,24
Lentil,2,65,8,18,0,12
Cotton,5,8,14,115,52,46
Cotton,138,74,37,0,0,23
Mustard,76,3,2,4,37,38
Paddy,50,53,32,70,7,28
Potato,214,15,160,0,65,0
Wheat,76,59,48,44,1,0
Soyabean,9,114,35,11,0,5
Lentil,21,80,2,0,0,18
Wheat,15,14,56,105,46,0
Soyabean,29,92,34,0,0,6
Gram,9,60,18,11,0,2
Groundnut,32,19,34,0,41,6
Soyabean,1,26,36,19,54,4
Cotton,38,72,49,82,0,11
Maize,120,102,59,30,0,0
Maize,86,3,30,64,72,20
Arhar/Tur,24,110,8,0,0,32
Arhar/Tur,26,39,3,0,41,37
Lentil,8,47,7,12,13,13
Maize,21,53,65,129,22,0
Gram,28,10,24,0,50,0
Potato,25,99,112,125,0,8
Groundnut,13,83,8,12,0,32
Mustard,79,38,5,1,2,35
Wheat,129,74,27,0,0,13
Potato,87,42,120,63,38,0
Gram,21,49,8,0,11,12
Maize,57,102,12,93,0,38
Groundnut,15,29,46,10,31,0
Paddy,171,84,5,0,0,55
Cotton,52,7,39,68,53,21
Mustard,51,27,16,29,13,24
Soyabean,25,117,59,0,0,0
Cotton,121,7,20,0,53,40
Wheat,8,81,55,112,0,0
Sugarcane,63,18,1,212,67,59
Wheat,150,81,46,0,0,0
Cotton,88,11,64,32,49,0
Soyabean,5,91,43,15,0,0
Sugarcane,255,31,17,20,54,43
Mustard,62,42,32,18,0,8
Maize,153,39,48,0,36,2
Sugarcane,85,94,61,190,0,0
Groundnut,7,35,1,18,25,39
Arhar/Tur,17,114,49,3,0,0
Gram,2,1,6,18,59,14
Potato,113,17,20,37,63,100
Mustard,33,36,13,47,4,27
Gram,6,68,18,14,0,2
Wheat,38,72,9,82,0,31
Potato,79,58,12,71,22,108
Paddy,69,55,81,51,5,0
Potato,46,48,50,104,32,70
Arhar/Tur,24,84,23,0,0,17
Groundnut,23,63,33,2,0,7
Lentil,24,73,22,0,0,0
Paddy,77,33,64,43,27,0
Groundnut,10,66,1,15,0,39
Groundnut,34,4,28,0,56,12
Sugarcane,161,85,35,114,0,25
Arhar/Tur,5,70,20,15,10,20
Paddy,96,84,83,24,0,0
Cotton,167,33,49,0,27,11
Sugarcane,20,37,4,255,48,56
Sugarcane,29,17,4,246,68,56
Gram,8,74,0,12,0,20
Cotton,32,21,30,88,39,30
Arhar/Tur,23,52,24,0,28,16
Wheat,51,56,5,69,4,35
Maize,85,111,20,65,0,30
Maize,91,85,70,59,0,0
Gram,3,56,7,17,4,13
Gram,0,15,0,20,45,20
Arhar/Tur,19,115,49,1,0,0
Soyabean,23,39,49,0,41,0
Sugarcane,297,63,78,0,22,0
Mustard,19,11,15,61,29,25
Arhar/Tur,22,8,13,0,72,27
Cotton,98,83,55,22,0,5
Sugarcane,133,89,51,142,0,9
Soyabean,18,110,18,2,0,22
Gram,16,45,3,4,15,17
Soyabean,3,52,22,17,28,18
Lentil,5,77,9,15,0,11
Paddy,155,58,13,0,2,47
Paddy,25,54,12,95,6,48
Soyabean,1,74,17,19,6,23
Potato,76,94,45,74,0,75
Wheat,108,1,15,12,59,25
Arhar/Tur,11,61,47,9,19,0
Maize,173,34,37,0,41,13
Groundnut,28,65,52,0,0,0
Mustard,106,45,21,0,0,19
Sugarcane,404,68,24,0,17,36
Mustard,24,1,2,56,39,38
Soyabean,28,107,59,0,0,0
Lentil,28,64,16,0,0,4
Maize,147,75,0,3,0,50
Groundnut,13,13,40,12,47,0
Maize,188,31,11,0,44,39
Cotton,61,25,58,59,35,2
Sugarcane,43,93,23,232,0,37
Potato,26,49,165,124,31,0
Mustard,93,40,54,0,0,0
Sugarcane,384,4,14,0,81,46
Groundnut,0,89,49,25,0,0
Arhar/Tur,5,65,28,15,15,12
Sugarcane,240,115,55,35,0,5
Wheat,158,83,32,0,0,8
Wheat,160,55,6,0,5,34
Sugarcane,50,33,36,225,52,24
Sugarcane,396,9,2,0,76,58
Arhar/Tur,12,5,28,8,75,12
Groundnut,36,75,28,0,0,12
Groundnut,19,5,24,6,55,16
Mustard,89,42,55,0,0,0
Cotton,109,89,65,11,0,0
Cotton,58,6,31,62,54,29
Cotton,136,24,28,0,36,32
Potato,174,22,12,0,58,108
Wheat,87,39,22,33,21,18
Lentil,23,54,5,0,6,15
Potato,73,118,13,77,0,107
Lentil,24,37,27,0,23,0
Maize,65,109,37,85,0,13
Arhar/Tur,17,111,21,3,0,19
Mustard,92,17,40,0,23,0
Soyabean,19,69,14,1,11,26
Potato,83,12,68,67,68,52
Gram,16,45,13,4,15,7
Cotton,43,69,3,77,0,57
Arhar/Tur,15,46,19,5,34,21
Wheat,98,31,14,22,29,26
Arhar/Tur,8,53,57,12,27,0
Lentil,8,16,12,12,44,8
Mustard,116,32,48,0,8,0
Mustard,32,54,12,48,0,28
Paddy,166,21,64,0,39,0
Maize,57,13,71,93,62,0
Gram,18,66,1,2,0,19
Paddy,96,22,16,24,38,44
Cotton,102,53,30,18,7,30
Groundnut,21,60,4,4,0,36
Soyabean,25,18,8,0,62,32
Paddy,178,28,28,0,32,32
Cotton,112,42,9,8,18,51
Arhar/Tur,27,51,14,0,29,26
Sugarcane,190,40,74,85,45,0
Potato,150,22,38,0,58,82
Paddy,151,88,40,0,0,20
Paddy,49,69,86,71,0,0
Lentil,9,49,24,11,11,0
Wheat,38,69,59,82,0,0
Mustard,86,22,52,0,18,0
Soyabean,10,46,11,10,34,29
Groundnut,9,86,2,16,0,38
Gram,29,32,22,0,28,0
Mustard,85,47,21,0,0,19
Soyabean,11,74,15,9,6,25
Wheat,86,79,25,34,0,15
Mustard,114,37,52,0,3,0
Paddy,171,59,8,0,1,52
Groundnut,5,62,21,20,0,19
Arhar/Tur,12,6,16,8,74,24
Maize,0,6,33,150,69,17
Gram,28,25,13,0,35,7
Lentil,3,79,17,17,0,3
Mustard,34,21,36,46,19,4
Arhar/Tur,4,61,50,16,19,0
Soyabean,15,118,5,5,0,35
Arhar/Tur,22,38,31,0,42,9
Sugarcane,328,12,34,0,73,26
Mustard,15,47,1,65,0,39
Lentil,8,45,14,12,15,6
Wheat,152,79,22,0,0,18
Groundnut,13,84,16,12,0,24
Arhar/Tur,24,56,38,0,24,2
Wheat,31,80,44,89,0,0
Groundnut,22,50,39,3,10,1
Mustard,113,44,41,0,0,0
Wheat,164,77,23,0,0,17
Mustard,91,59,38,0,0,2
Paddy,44,32,49,76,28,11
Soyabean,14,49,13,6,31,27
Maize,40,16,35,110,59,15
Cotton,138,9,66,0,51,0
Paddy,11,19,84,109,41,0
Potato,16,100,177,134,0,0
Groundnut,0,41,35,25,19,5
Potato,19,95,56,131,0,64
Arhar/Tur,2,46,31,18,34,9
Maize,213,71,23,0,4,27
Soyabean,6,29,31,14,51,9
Potato,98,13,24,52,67,96
Potato,188,81,93,0,0,27
Gram,15,85,8,5,0,12
Arhar/Tur,10,107,4,10,0,36
Groundnut,10,51,1,15,9,39
Wheat,48,66,37,72,0,3
Soyabean,9,71,48,11,9,0
Wheat,116,13,24,4,47,16
Gram,11,39,10,9,21,10
Maize,193,40,70,0,35,0
Soyabean,27,88,8,0,0,32
Paddy,37,1,72,83,59,0
Arhar/Tur,17,9,43,3,71,0
Potato,6,74,131,144,6,0
Sugarcane,215,20,82,60,65,0
Mustard,3,15,12,77,25,28
Paddy,24,37,15,96,23,45
Gram,7,7,15,13,53,5
Sugarcane,370,63,70,0,22,0
Paddy,132,52,35,0,8,25
Paddy,162,86,17,0,0,43
Groundnut,2,3,43,23,57,0
Cotton,92,40,9,28,20,51
Potato,37,60,55,113,20,65
Wheat,46,85,29,74,0,11
Groundnut,19,35,40,6,25,0
Gram,6,15,16,14,45,4
Gram,3,51,6,17,9,14
Gram,7,14,9,13,46,11
Wheat,63,58,52,57,2,0
Mustard,69,45,33,11,0,7
Groundnut,6,45,35,19,15,5
Arhar/Tur,4,89,29,16,0,11
Gram,8,84,21,12,0,0
Arhar/Tur,17,69,7,3,11,33
Maize,219,9,70,0,66,0
Maize,207,6,65,0,69,0
Paddy,114,65,14,6,0,46
Arhar/Tur,21,15,2,0,65,38
Mustard,76,52,44,4,0,0
Gram,18,22,5,2,38,15
Soyabean,17,106,0,3,0,40
Arhar/Tur,20,107,18,0,0,22
Lentil,9,40,29,11,20,0
Sugarcane,94,53,1,181,32,59
Arhar/Tur,25,28,42,0,52,0
Gram,23,12,24,0,48,0
Potato,140,1,91,10,79,29
Gram,17,76,11,3,0,9
Sugarcane,369,80,78,0,5,0
Soyabean,23,23,6,0,57,34
Groundnut,3,14,26,22,46,14
Wheat,77,75,32,43,0,8
Paddy,65,0,40,55,60,20
Wheat,177,2,18,0,58,22
Paddy,12,25,23,108,35,37
Mustard,99,36,27,0,4,13
Lentil,11,75,26,9,0,0
Lentil,7,31,27,13,29,0
Lentil,14,82,15,6,0,5
Soyabean,12,23,46,8,57,0
Wheat,179,85,43,0,0,0
Maize,107,50,43,43,25,7
Paddy,156,22,78,0,38,0
Soyabean,26,57,8,0,23,32
Soyabean,7,45,0,13,35,40
Lentil,12,43,8,8,17,12
Wheat,156,37,5,0,23,35
Arhar/Tur,24,55,11,0,25,29
Mustard,90,2,18,0,38,22
Paddy,25,8,88,95,52,0
Cotton,137,29,49,0,31,11
Mustard,94,40,5,0,0,35
Lentil,17,24,25,3,36,0
Lentil,9,33,21,11,27,0
Groundnut,25,41,51,0,19,0
Paddy,79,63,49,41,0,11
Soyabean,17,83,35,3,0,5
Potato,117,116,101,33,0,19
Maize,158,86,56,0,0,0
Maize,216,20,73,0,55,0
Mustard,62,28,40,18,12,0
Maize,20,70,1,130,5,49
Maize,218,41,63,0,34,0
Soyabean,23,8,13,0,72,27
Potato,139,65,22,11,15,98
Potato,224,42,15,0,38,105
Wheat,135,38,14,0,22,26
Gram,25,27,3,0,33,17
Groundnut,16,77,22,9,0,18
Arhar/Tur,4,71,15,16,9,25
Groundnut,10,10,24,15,50,16
Wheat,169,79,53,0,0,0
Arhar/Tur,12,5,3,8,75,37
Gram,11,47,25,9,13,0
Mustard,29,23,4,51,17,36
Wheat,172,70,9,0,0,31
Gram,27,42,5,0,18,15
Sugarcane,252,123,81,23,0,0
Arhar/Tur,20,26,11,0,54,29
Arhar/Tur,4,27,4,16,53,36
Soyabean,1,88,18,19,0,22
Paddy,156,76,48,0,0,12
Soyabean,11,106,24,9,0,16
Wheat,160,89,22,0,0,18
Groundnut,8,32,59,17,28,0
Gram,8,23,1,12,37,19
Maize,41,31,28,109,44,22
Gram,14,34,9,6,26,11
Wheat,12,67,36,108,0,4
Gram,18,50,0,2,10,20
Groundnut,14,82,18,11,0,22
Gram,6,62,16,14,0,4
Potato,13,24,116,137,56,4
Gram,19,20,22,1,40,0
Groundnut,12,20,38,13,40,2
Wheat,17,69,40,103,0,0
Lentil,27,25,23,0,35,0
Sugarcane,39,92,59,236,0,1
Lentil,25,76,23,0,0,0
Potato,148,85,27,2,0,93
Groundnut,11,63,49,14,0,0
Groundnut,31,12,44,0,48,0
Arhar/Tur,10,117,12,10,0,28
Gram,0,13,27,20,47,0
Soyabean,6,99,31,14,0,9
Potato,181,44,73,0,36,47
Gram,17,80,9,3,0,11
Potato,108,107,151,42,0,0
Maize,102,63,22,48,12,28
Cotton,101,89,39,19,0,21
Maize,95,57,20,55,18,30
Groundnut,12,18,54,13,42,0
Soyabean,19,15,32,1,65,8
Wheat,13,38,39,107,22,1
Soyabean,8,100,47,12,0,0
Wheat,4,59,18,116,1,22
Sugarcane,19,112,59,256,0,1
Groundnut,23,40,30,2,20,10
Gram,11,25,24,9,35,0
Lentil,15,19,29,5,41,0
Mustard,2,5,20,78,35,20
Gram,8,25,2,12,35,18
Wheat,50,6,25,70,54,15
Arhar/Tur,28,111,13,0,0,27
Soyabean,11,63,19,9,17,21
Lentil,25,28,14,0,32,6
Gram,22,66,20,0,0,0
Cotton,37,51,56,83,9,4
Wheat,67,60,21,53,0,19
Cotton,77,25,40,43,35,20
Sugarcane,376,105,25,0,0,35
Groundnut,30,28,25,0,32,15
Arhar/Tur,9,12,25,11,68,15
Cotton,164,12,34,0,48,26
Cotton,122,9,21,0,51,39
Groundnut,8,35,38,17,25,2
Arhar/Tur,10,94,15,10,0,25
Soyabean,16,14,43,4,66,0
Wheat,158,82,19,0,0,21
Potato,66,92,139,84,0,0
Mustard,118,46,35,0,0,5
Groundnut,16,28,4,9,32,36
Sugarcane,67,107,37,208,0,23
Groundnut,13,14,6,12,46,34
Maize,105,55,17,45,20,33
Sugarcane,248,67,76,27,18,0
Gram,4,24,28,16,36,0
Sugarcane,26,71,61,249,14,0
Paddy,172,46,22,0,14,38
Soyabean,22,95,2,0,0,38
Paddy,118,41,14,2,19,46
Paddy,26,0,27,94,60,33
Maize,48,81,45,102,0,5
Maize,52,53,52,98,22,0
Soyabean,7,62,24,13,18,16
Groundnut,34,43,13,0,17,27
Lentil,5,68,2,15,0,18
Paddy,55,32,48,65,28,12
Groundnut,1,73,15,24,0,25
Cotton,155,88,37,0,0,23
Gram,6,5,5,14,55,15
Soyabean,1,10,2,19,70,38
Potato,122,18,162,28,62,0
Sugarcane,236,79,38,39,6,22
Lentil,16,22,19,4,38,1
Paddy,172,4,85,0,56,0
Maize,1,17,20,149,58,30
Cotton,149,13,34,0,47,26
Arhar/Tur,16,51,13,4,29,27
Arhar/Tur,18,105,45,2,0,0
Gram,7,43,29,13,17,0
Maize,35,59,25,115,16,25
Cotton,75,11,31,45,49,29
Gram,9,9,6,11,51,14
Groundnut,6,46,23,19,14,17
Paddy,110,47,41,10,13,19
Sugarcane,277,104,37,0,0,23
Paddy,136,41,46,0,19,14
Arhar/Tur,27,59,2,0,21,38
Gram,10,15,3,10,45,17
Paddy,151,42,0,0,18,60
Paddy,135,54,63,0,6,0
Paddy,142,41,30,0,19,30
Arhar/Tur,16,98,0,4,0,40
Mustard,104,12,42,0,28,0
Sugarcane,304,111,69,0,0,0
Potato,166,65,150,0,15,0
Soyabean,27,115,41,0,0,0
Maize,83,85,17,67,0,33
Maize,142,70,57,8,5,0
Potato,117,63,79,33,17,41
Potato,213,109,144,0,0,0
Paddy,163,24,51,0,36,9
Arhar/Tur,22,115,36,0,0,4
Paddy,154,68,41,0,0,19
Sugarcane,206,41,70,69,44,0
Wheat,139,12,19,0,48,21
Sugarcane,0,125,62,275,0,0
Arhar/Tur,11,2,27,9,78,13
Lentil,23,65,7,0,0,13
Gram,6,26,14,14,34,6
Cotton,87,62,55,33,0,5
Gram,15,28,16,5,32,4
Maize,148,7,54,2,68,0
